Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adversaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;A. Merceron;8;5;0,08;5,08;1;2;0,5;1;2;0,5;0;0;;1;3;0,33;;;;;;;;3;2;1;3;0;0;0;0;0;2;3;0;3;4;A. Merceron
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;M. Dursus;17;26;0,43;26,43;2;4;0,5;1;1;1;1;3;0,33;0;0;;;;;;;;;5;1;1;2;1;2;3;0;0;2;0;-2;7;8;M. Dursus
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;I. Nguinabe;0;1;0,02;1,02;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-2;0;10;I. Nguinabe
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;O. Diarisso;16;36;0,6;36,6;2;6;0,33;2;6;0,33;0;0;;0;0;;;;;;;;;4;2;5;7;0;1;0;1;0;4;1;-3;7;23;O. Diarisso
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;4;1;5;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;3;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;28;69;0,41;20;42;0,48;8;27;0,3;17;24;0,71;16;36;16;15;19;14;11;81;19;27;46;19;15;8;2;0;24;21;0;93;0;TOTAUX EQUIPE
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Starter;L. Mendez Camps;25;25;0,42;25,42;3;5;0,6;2;3;0,67;1;2;0,5;0;0;;;;;;;;;7;0;3;3;5;1;0;0;0;0;0;10;12;7;L. Mendez Camps
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Starter;A. Alston;29;50;0,83;50,83;4;8;0,5;3;5;0,6;1;3;0,33;4;4;1;;;;;;;;13;1;3;4;4;5;1;0;0;4;4;8;13;22;A. Alston
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Starter;O. Diarisso;28;27;0,45;27,45;2;6;0,33;2;6;0,33;0;0;;3;6;0,5;;;;;;;;7;3;1;4;2;3;3;0;0;3;3;3;6;23;O. Diarisso
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Starter;J. Adams;35;20;0,33;20,33;5;9;0,56;4;7;0,57;1;2;0,5;6;10;0,6;;;;;;;;17;1;7;8;3;1;3;0;0;1;6;1;22;24;J. Adams
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;Capitaine;Starter;E. Tahane(C);22;21;0,35;21,35;2;5;0,4;2;5;0,4;0;0;;0;2;0;;;;;;;;4;2;4;6;0;4;0;0;0;3;1;3;1;31;E. Tahane(C)
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;A. Ngo Ndjock;20;24;0,4;24,4;5;10;0,5;2;5;0,4;3;5;0,6;0;0;;;;;;;;;13;1;1;2;2;2;0;0;0;1;1;-4;10;0;A. Ngo Ndjock
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;A. Merceron;15;10;0,17;10,17;1;3;0,33;1;3;0,33;0;0;;0;0;;;;;;;;;2;0;2;2;1;1;0;0;0;2;0;-2;2;4;A. Merceron
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;M. Dursus;9;8;0,13;8,13;1;2;0,5;0;1;0;1;1;1;0;0;;;;;;;;;3;0;0;0;1;2;1;0;0;0;2;-8;2;8;M. Dursus
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;Q. Urbaniak-Dornstauder;13;25;0,42;25,42;1;1;1;1;1;1;0;0;;0;0;;;;;;;;;2;0;0;0;0;0;0;0;0;0;0;-6;2;11;Q. Urbaniak-Dornstauder
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;4;Championat de France;Exterieur;Victoire;Lattes Montpellier;;Banc;TOTAUX EQUIPE;;;;;24;49;0,49;17;36;0,47;7;13;0,54;13;22;0,59;16;26;13;5;20;7;6;68;8;22;30;18;20;8;0;0;14;17;0;70;0;TOTAUX EQUIPE
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Starter;L. Mendez Camps;19;0;0;0;3;5;0,6;3;5;0,6;0;0;;0;2;0;;;;;;;;6;0;0;0;6;2;3;0;0;3;2;16;9;7;L. Mendez Camps
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Starter;Q. Urbaniak-Dornstauder;11;42;0,7;42,7;2;3;0,67;2;3;0,67;0;0;;4;4;1;;;;;;;;8;1;1;2;0;1;1;1;1;0;2;10;10;11;Q. Urbaniak-Dornstauder
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Starter;A. Alston;31;53;0,88;53,88;9;13;0,69;7;9;0,78;2;4;0,5;4;5;0,8;;;;;;;;24;0;0;0;5;3;2;0;0;4;4;12;23;22;A. Alston
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Starter;J. Adams;36;18;0,3;18,3;5;9;0,56;2;3;0,67;3;6;0,5;2;2;1;;;;;;;;15;0;5;5;7;5;4;0;0;3;4;18;22;24;J. Adams
24-25;5;Championat de France;Domicile;Victoire;Chartres;Capitaine;Starter;E. Tahane(C);32;17;0,28;17,28;4;9;0,44;4;9;0,44;0;0;;2;4;0,5;;;;;;;;10;2;2;4;0;0;2;0;1;2;4;11;9;31;E. Tahane(C)
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Banc;A. Ngo Ndjock;22;6;0,1;6,1;4;7;0,57;3;5;0,6;1;2;0,5;3;3;1;;;;;;;;12;0;3;3;2;5;0;0;0;3;2;-4;9;0;A. Ngo Ndjock
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Banc;A. Merceron;12;33;0,55;33,55;0;2;0;0;2;0;0;0;;0;0;;;;;;;;;0;1;2;3;0;0;1;0;0;1;1;-6;2;4;A. Merceron
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Banc;M. Dursus;8;8;0,13;8,13;0;3;0;0;0;;0;3;0;0;0;;;;;;;;;0;0;0;0;2;0;1;0;0;0;0;-5;0;8;M. Dursus
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Banc;I. Nguinabe;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;I. Nguinabe
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Banc;O. Diarisso;25;32;0,53;32,53;6;7;0,86;6;7;0,86;0;0;;5;5;1;;;;;;;;17;2;5;7;0;3;0;1;0;3;3;-2;21;23;O. Diarisso
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;0;2;0;0;0;0;0;1;0;0;0;0;Team / Coach
24-25;5;Championat de France;Domicile;Victoire;Chartres;;Banc;TOTAUX EQUIPE;;;;;33;58;0,57;27;43;0,63;6;15;0,4;20;25;0,8;25;44;4;8;29;10;8;92;8;18;26;22;19;14;2;2;20;22;0;107;0;TOTAUX EQUIPE
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;L. Mendez Camps;24;4;0,07;4,07;5;6;0,83;3;4;0,75;2;2;1;0;0;;;;;;;;;12;0;3;3;1;2;0;0;0;2;1;-12;13;7;L. Mendez Camps
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;Q. Urbaniak-Dornstauder;16;40;0,67;40,67;3;4;0,75;3;4;0,75;0;0;;0;0;;;;;;;;;6;0;1;1;0;3;1;0;0;1;0;0;4;11;Q. Urbaniak-Dornstauder
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;A. Alston;32;31;0,52;31,52;7;13;0,54;5;8;0,63;2;5;0,4;6;8;0,75;;;;;;;;22;0;5;5;3;3;0;0;0;2;6;-8;19;22;A. Alston
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;J. Adams;26;23;0,38;23,38;1;5;0,2;0;1;0;1;4;0,25;0;0;;;;;;;;;3;0;2;2;1;3;0;0;1;3;0;-18;-1;24;J. Adams
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;Capitaine;Starter;E. Tahane(C);32;31;0,52;31,52;5;9;0,56;5;9;0,56;0;0;;2;2;1;;;;;;;;12;1;7;8;0;3;1;0;1;3;2;-7;14;31;E. Tahane(C)
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;A. Ngo Ndjock;20;8;0,13;8,13;1;8;0,13;1;4;0,25;0;4;0;1;1;1;;;;;;;;3;0;1;1;1;2;1;0;0;4;3;-9;-3;0;A. Ngo Ndjock
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;A. Merceron;16;13;0,22;13,22;0;7;0;0;5;0;0;2;0;3;4;0,75;;;;;;;;3;4;3;7;0;1;1;0;2;2;5;-1;2;4;A. Merceron
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;M. Dursus;15;26;0,43;26,43;1;4;0,25;1;2;0,5;0;2;0;0;0;;;;;;;;;2;0;0;0;1;0;1;0;0;3;1;-10;1;8;M. Dursus
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;O. Diarisso;16;5;0,08;5,08;0;1;0;0;1;0;0;0;;2;2;1;;;;;;;;2;1;2;3;0;0;0;0;0;3;1;-15;4;23;O. Diarisso
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;6;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;TOTAUX EQUIPE;;;;;23;57;0,4;18;38;0,47;5;19;0,26;14;17;0,82;14;18;6;5;10;5;7;65;6;25;31;7;18;5;0;4;23;19;0;53;0;TOTAUX EQUIPE
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Starter;A. Ngo Ndjock;32;56;0,93;56,93;7;18;0,39;5;12;0,42;2;6;0,33;0;0;;;;;;;;;16;2;3;5;2;3;1;0;2;4;2;-4;10;0;A. Ngo Ndjock
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Starter;L. Mendez Camps;21;30;0,5;30,5;2;6;0,33;2;6;0,33;0;0;;0;1;0;;;;;;;;4;1;0;1;7;3;1;0;0;1;2;6;5;7;L. Mendez Camps
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Starter;Q. Urbaniak-Dornstauder;22;42;0,7;42,7;4;9;0,44;4;9;0,44;0;0;;4;7;0,57;;;;;;;;12;4;5;9;0;0;0;0;1;1;4;0;13;11;Q. Urbaniak-Dornstauder
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Starter;A. Alston;34;51;0,85;51,85;5;13;0,38;2;5;0,4;3;8;0,38;0;0;;;;;;;;;13;0;2;2;3;4;2;0;2;2;4;-2;8;22;A. Alston
24-25;7;Championat de France;Domicile;Defaite;Charnay;Capitaine;Starter;E. Tahane(C);24;52;0,87;52,87;0;6;0;0;6;0;0;0;;0;0;;;;;;;;;0;4;3;7;0;1;0;0;2;4;0;-16;0;31;E. Tahane(C)
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Banc;A. Merceron;16;3;0,05;3,05;0;3;0;0;3;0;0;0;;4;4;1;;;;;;;;4;1;1;2;0;0;0;1;1;1;2;-8;4;4;A. Merceron
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Banc;M. Dursus;16;23;0,38;23,38;1;4;0,25;0;2;0;1;2;0,5;2;2;1;;;;;;;;5;0;1;1;4;2;2;0;0;1;1;-13;7;8;M. Dursus
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Banc;I. Nguinabe;0;4;0,07;4,07;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;I. Nguinabe
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Banc;O. Diarisso;30;39;0,65;39,65;3;6;0,5;3;6;0,5;0;0;;4;7;0,57;;;;;;;;10;1;6;7;2;2;0;0;0;3;4;-8;11;23;O. Diarisso
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;6;2;8;0;2;0;0;0;0;0;0;0;0;Team / Coach
24-25;7;Championat de France;Domicile;Defaite;Charnay;;Banc;TOTAUX EQUIPE;;;;;22;65;0,34;16;49;0,33;6;16;0,38;14;21;0,67;21;28;12;11;19;4;8;64;19;23;42;18;17;6;1;8;17;19;0;64;0;TOTAUX EQUIPE
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Starter;A. Ngo Ndjock;24;37;0,62;37,62;4;8;0,5;3;5;0,6;1;3;0,33;0;0;;;;;;;;;9;2;4;6;3;3;0;0;0;4;0;16;11;0;A. Ngo Ndjock
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Starter;L. Mendez Camps;30;25;0,42;25,42;5;10;0,5;4;9;0,44;1;1;1;0;0;;;;;;;;;11;1;2;3;5;2;0;0;0;1;1;2;12;7;L. Mendez Camps
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Starter;Q. Urbaniak-Dornstauder;18;23;0,38;23,38;3;6;0,5;2;5;0,4;1;1;1;0;0;;;;;;;;;7;0;2;2;1;0;1;1;0;1;1;-2;9;11;Q. Urbaniak-Dornstauder
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Starter;A. Alston;33;47;0,78;47,78;6;16;0,38;4;12;0,33;2;4;0,5;7;8;0,88;;;;;;;;21;2;3;5;2;4;1;0;0;3;7;14;14;22;A. Alston
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;Capitaine;Starter;E. Tahane(C);34;37;0,62;37,62;3;8;0,38;3;8;0,38;0;0;;3;5;0,6;;;;;;;;9;6;4;10;2;2;2;1;0;4;5;17;15;31;E. Tahane(C)
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Banc;A. Merceron;16;32;0,53;32,53;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;1;1;0;0;0;0;0;1;0;10;0;4;A. Merceron
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Banc;M. Dursus;18;13;0,22;13,22;2;5;0,4;1;2;0,5;1;3;0,33;0;0;;;;;;;;;5;1;2;3;5;2;0;0;0;2;1;7;8;8;M. Dursus
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Banc;I. Nguinabe;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;I. Nguinabe
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Banc;O. Diarisso;23;27;0,45;27,45;2;5;0,4;2;5;0,4;0;0;;0;0;;;;;;;;;4;0;5;5;0;1;1;1;0;1;0;21;7;23;O. Diarisso
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;5;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;8;Championat de France;Exterieur;Victoire;Landerneau;;Banc;TOTAUX EQUIPE;;;;;25;59;0,42;19;47;0,4;6;12;0,5;10;13;0,77;16;30;7;2;9;20;14;66;13;27;40;18;15;5;3;0;17;15;0;80;0;TOTAUX EQUIPE
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Starter;A. Ngo Ndjock;24;3;0,05;3,05;4;11;0,36;4;7;0,57;0;4;0;1;2;0,5;;;;;;;;9;1;1;2;2;2;0;0;0;5;1;-18;3;0;A. Ngo Ndjock
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Starter;L. Mendez Camps;30;31;0,52;31,52;2;11;0,18;2;10;0,2;0;1;0;1;2;0,5;;;;;;;;5;1;4;5;3;1;0;0;0;1;2;-24;2;7;L. Mendez Camps
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Starter;Q. Urbaniak-Dornstauder;20;2;0,03;2,03;3;7;0,43;3;6;0,5;0;1;0;2;3;0,67;;;;;;;;8;2;3;5;0;1;1;2;1;1;2;-3;10;11;Q. Urbaniak-Dornstauder
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Starter;A. Alston;33;48;0,8;48,8;6;12;0,5;6;9;0,67;0;3;0;4;4;1;;;;;;;;16;0;3;3;3;4;2;0;0;2;4;-12;14;22;A. Alston
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;Capitaine;Starter;E. Tahane(C);34;1;0,02;1,02;6;10;0,6;6;10;0,6;0;0;;1;1;1;;;;;;;;13;3;6;9;2;2;2;0;0;1;1;-19;20;31;E. Tahane(C)
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Banc;A. Merceron;22;20;0,33;20,33;3;5;0,6;2;3;0,67;1;2;0,5;0;0;;;;;;;;;7;2;0;2;2;3;0;0;0;3;0;-8;6;4;A. Merceron
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Banc;I. Nguinabe;2;7;0,12;7,12;1;2;0,5;1;2;0,5;0;0;;0;0;;;;;;;;;2;2;0;2;0;1;0;0;0;0;0;0;2;10;I. Nguinabe
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Banc;O. Diarisso;28;46;0,77;46,77;2;7;0,29;2;7;0,29;0;0;;1;2;0,5;;;;;;;;5;1;3;4;1;3;0;0;2;4;1;-9;1;23;O. Diarisso
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Banc;J. Bayssiere;3;2;0,03;2,03;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-2;0;91;J. Bayssiere
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;4;7;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;9;Championat de France;Exterieur;Defaite;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;27;65;0,42;26;54;0,48;1;11;0,09;10;14;0,71;11;38;15;6;14;;12;65;15;24;39;13;17;5;2;3;17;11;0;65;0;TOTAUX EQUIPE
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Starter;A. Ngo Ndjock;36;16;0,27;16,27;9;14;0,64;8;12;0,67;1;2;0,5;5;5;1;;;;;;;;24;1;8;9;2;1;2;1;1;4;4;-13;32;0;A. Ngo Ndjock
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Starter;L. Mendez Camps;25;10;0,17;10,17;0;7;0;0;1;0;0;6;0;0;0;;;;;;;;;0;2;4;6;7;3;1;0;0;2;0;1;4;7;L. Mendez Camps
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Starter;Q. Urbaniak-Dornstauder;20;31;0,52;31,52;4;9;0,44;4;8;0,5;0;1;0;0;0;;;;;;;;;8;1;2;3;1;3;2;1;1;1;0;-4;7;11;Q. Urbaniak-Dornstauder
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Starter;A. Alston;37;6;0,1;6,1;8;16;0,5;8;11;0,73;0;5;0;7;7;1;;;;;;;;23;0;1;1;2;4;0;0;0;1;8;-7;14;22;A. Alston
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;Capitaine;Starter;E. Tahane(C);34;41;0,68;41,68;5;8;0,63;5;8;0,63;0;0;;3;4;0,75;;;;;;;;13;5;2;7;0;2;1;0;0;2;2;-13;15;31;E. Tahane(C)
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Banc;A. Merceron;12;6;0,1;6,1;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;2;0;-6;-1;4;A. Merceron
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Banc;M. Dursus;15;8;0,13;8,13;0;2;0;0;1;0;0;1;0;2;2;1;;;;;;;;2;1;1;2;2;2;0;0;0;1;1;-2;2;8;M. Dursus
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Banc;I. Nguinabe;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;I. Nguinabe
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Banc;O. Diarisso;19;2;0,03;2,03;1;4;0,25;1;4;0,25;0;0;;2;2;1;;;;;;;;4;2;2;4;0;4;1;0;0;2;2;-6;2;23;O. Diarisso
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;10;Championat de France;Domicile;Defaite;Charleville-Mézières;;Banc;TOTAUX EQUIPE;;;;;27;61;0,44;26;46;0,57;1;15;0,07;19;20;0,95;17;36;14;13;6;2;6;74;14;22;36;14;19;7;2;2;15;17;0;79;0;TOTAUX EQUIPE
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Starter;A. Ngo Ndjock;32;38;0,63;38,63;3;14;0,21;1;6;0,17;2;8;0,25;0;0;;;;;;;;;8;1;3;4;5;1;2;0;0;3;1;10;7;0;A. Ngo Ndjock
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Starter;L. Mendez Camps;18;14;0,23;14,23;1;6;0,17;1;5;0,2;0;1;0;2;4;0,5;;;;;;;;4;1;2;3;2;3;1;0;0;2;4;-9;0;7;L. Mendez Camps
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Starter;A. Alston;34;37;0,62;37,62;5;16;0,31;3;10;0,3;2;6;0,33;9;10;0,9;;;;;;;;21;2;1;3;3;0;0;0;1;4;6;-1;15;22;A. Alston
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Starter;O. Diarisso;26;46;0,77;46,77;3;7;0,43;3;7;0,43;0;0;;0;0;;;;;;;;;6;3;6;9;0;0;0;0;0;2;3;3;11;23;O. Diarisso
24-25;11;Championat de France;Exterieur;Defaite;Bourges;Capitaine;Starter;E. Tahane(C);33;59;0,98;59,98;4;8;0,5;3;7;0,43;1;1;1;3;3;1;;;;;;;;12;1;4;5;2;1;0;0;1;4;3;-2;14;31;E. Tahane(C)
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Banc;A. Merceron;20;49;0,82;49,82;1;2;0,5;1;1;1;0;1;0;1;3;0,33;;;;;;;;3;0;2;2;0;2;0;0;0;0;3;-14;0;4;A. Merceron
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Banc;M. Dursus;22;7;0,12;7,12;3;8;0,38;1;3;0,33;2;5;0,4;3;4;0,75;;;;;;;;11;0;2;2;0;1;0;0;0;2;2;3;6;8;M. Dursus
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Banc;I. Nguinabe;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;I. Nguinabe
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Banc;Q. Urbaniak-Dornstauder;10;50;0,83;50,83;2;2;1;2;2;1;0;0;;0;0;;;;;;;;;4;1;0;1;0;2;1;1;0;3;1;0;5;11;Q. Urbaniak-Dornstauder
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;5;8;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;11;Championat de France;Exterieur;Defaite;Bourges;;Banc;TOTAUX EQUIPE;;;;;22;63;0,35;15;41;0,37;7;22;0,32;18;24;0,75;15;28;7;6;18;9;7;69;12;25;37;12;10;4;1;2;20;23;0;66;0;TOTAUX EQUIPE
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Starter;A. Ngo Ndjock;31;19;0,32;19,32;4;11;0,36;2;4;0,5;2;7;0,29;2;2;1;;;;;;;;12;0;5;5;1;1;1;0;0;3;3;16;11;0;A. Ngo Ndjock
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Starter;L. Mendez Camps;22;12;0,2;12,2;1;6;0,17;0;4;0;1;2;0,5;0;0;;;;;;;;;3;0;1;1;4;2;0;1;0;1;0;4;2;7;L. Mendez Camps
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Starter;A. Alston;34;5;0,08;5,08;1;10;0,1;0;5;0;1;5;0,2;0;0;;;;;;;;;3;1;4;5;5;3;1;0;1;3;2;7;2;22;A. Alston
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Starter;O. Diarisso;13;34;0,57;34,57;3;6;0,5;3;6;0,5;0;0;;0;0;;;;;;;;;6;0;4;4;0;2;0;0;0;2;0;1;5;23;O. Diarisso
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;Capitaine;Starter;E. Tahane(C);31;16;0,27;16,27;4;5;0,8;4;5;0,8;0;0;;2;2;1;;;;;;;;10;2;5;7;1;1;3;0;0;2;4;1;19;31;E. Tahane(C)
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Banc;A. Merceron;15;58;0,97;58,97;1;1;1;1;1;1;0;0;;0;0;;;;;;;;;2;0;2;2;0;0;0;0;0;0;0;11;4;4;A. Merceron
24-25;12;Championat de France;Exterieur;Victoire;Tarbes;;Banc;M. Dursus;12;4;0,07;4,07;0;4;0;0;3;0;0;1;0;0;0;;;;;;;;;0;2;0;2;2;1;1;0;0;2;0;4;0;8;M. Dursus
